data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-08-14;documento;decisao;Pet 15504;7509527;vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por Paulo Sérgio Neves de Souza (e-doc. 78) → determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por Paulo Sérgio Neves de Souza (e-doc. 78);;;determinado_de_oficio;205;2;;caso
2026-08-15;portal;andamento;Pet 15556;7514886;"Despacho — ""Abra-se vista à Procuradoria-Geral da República, para manifestação sobre o pedido formulado por FABIANO CAMPOS ZETTEL (e-doc. 506). Brasília, 14 de agosto de 2026.""";;;;;;;caso
2026-08-15;portal;andamento;Pet 15504;7509527;"Despacho — "" Abra-se vista à Procuradoria-Geral da República, para manifestação sobre o pedido formulado por Paulo Sérgio Neves de Souza (e-doc. 78). Brasília, 14 de agosto de 2026.""";;;;;;;caso
2026-08-17;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 17/08/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;136;1;"A intimação foi recebida automaticamente pelo
sistema, em 17/08/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-08-17;documento;assercao;Pet 15198;7473336;A intimação é recebida automaticamente pelo sistema, em 17/08/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;137;1;A intimação foi recebida automaticamente pelo sistema, em 17/08/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-08-25;documento;assercao;Pet 15556;7514886;Em 25/08/2026, o relator, Ministro André Mendonça, determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por Leonardo Augusto Furtado Palhares (e-doc. 522).;fato_processual;;;4;2;Abra-se vista à Procuradoria-Geral da República, para manifestação sobre o pedido formulado por LEONARDO AUGUSTO FURTADO PALHARES (e-doc. 522). Brasília, 25 de agosto de 2026.;caso
2026-08-25;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 25 de agosto de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;68;3;Brasília, 25 de agosto de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-08-25;documento;decisao;Pet 15556;7514886;vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por Leonardo Augusto Furtado Palhares (e-doc. 522) → determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre o pedido formulado por Leonardo Augusto Furtado Palhares (e-doc. 522);;;determinado_de_oficio;4;2;;caso
2026-08-25;documento;decisao;Inq 5026;7473347;prorrogação de prazo para a realização de diligências complementares nas investigações (e-Doc. 1031) → deferiu a prorrogação de prazo por mais 60 (sessenta) dias, com fulcro no artigo 230-C, § 1º, do RISTF, e determinou a remessa dos autos à Polícia Federal para a continuidade das investigações;;;deferido;68;3;;caso
2026-08-26;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 26/08/2026.;fato_processual;;;58;1;Vista à PGR para fins de intimação - 26/08/2026;caso
2026-08-26;portal;andamento;Pet 15556;7514886;Despacho — Em 25/08/2026;;;;;;;caso
2026-08-26;portal;andamento;Inq 5026;7473347;"Despacho — ""1. A autoridade policial requer a prorrogação de prazo para a realização de diligências complementares que reputa imprescindíveis para a ultimação das investigações (e-Doc. 1031). 2. Com fulcro no artigo 230-C, § 1º, do RISTF defiro a prorrogação de prazo, por mais 60 (sessenta) dias. 3. Remetam-se os autos à Polícia Federal para a continuidade das investigações. Brasília, 25 de agosto de 2026.""";;;;;;;caso
2026-08-27;documento;assercao;Inq 5026;7473347;A defesa de João Pedro Leite Nunes postula o adiamento da oitiva designada para 27/08/2026, sob o fundamento de que a defesa técnica constituída ainda não teve acesso ao caderno investigativo.;alegacao_parte;Defesa de João Pedro Leite Nunes;;65;3;o adiamento da oitiva designada para o dia 27/08/2026, sob o fundamento de que a defesa técnica constituída ainda não teve acesso ao caderno investigativo;caso
2026-08-28;documento;assercao;Pet 15556;7514886;A Secretaria Judiciária faz remessa dos autos com vista ao Procurador-Geral da República, em 28 de agosto de 2026.;fato_processual;;;2;1;De ordem, a Secretaria Judiciária faz remessa destes autos com vista ao Excelentíssimo Senhor Procurador-Geral da República. Brasília, 28 de agosto de 2026.;caso
2026-08-28;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 28 de agosto de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;63;3;Brasília, 28 de agosto de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-08-28;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 28 de agosto de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;64;3;Brasília, 28 de agosto de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-08-28;documento;assercao;Inq 5026;7473347;A decisão foi proferida em Brasília, em 28 de agosto de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;65;4;Brasília, 28 de agosto de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-08-28;documento;decisao;Inq 5026;7473347;intimação da autoridade policial para ciência das informações prestadas por DIOGO ILÁRIO DE ARAÚJO OLIVEIRA e dos documentos relativos ao estado de saúde do investigado (e-Doc. 1021-1024) → determinou à Secretaria, com urgência, a intimação da autoridade policial para ciência das informações e dos documentos relativos ao estado de saúde do investigado;;;determinado_de_oficio;63;3;;caso
2026-08-28;documento;decisao;Inq 5026;7473347;vista à Procuradoria-Geral da República para manifestação sobre o pleito formulado pelo Distrito Federal (e-doc. 1051) → determinou a abertura de vista à Procuradoria-Geral da República para manifestação sobre o pleito formulado pelo Distrito Federal;;;determinado_de_oficio;64;2;;caso
2026-08-28;documento;decisao;Inq 5026;7473347;acesso integral aos autos do Inquérito nº 5026/STF → julgou prejudicado o pedido, porque o acesso aos autos já havia sido concedido ao requerente desde 24 de agosto do corrente ano;;;prejudicado;65;4;;caso
2026-08-28;documento;decisao;Inq 5026;7473347;adiamento da oitiva do investigado designada para o dia 27/08/2026 → julgou prejudicado o pedido ante a superveniência da data inicialmente indicada para a realização do ato;;;prejudicado;65;4;;caso
2026-08-28;portal;andamento;Inq 5026;7473347;Despacho;;;;;;;caso
2026-08-28;portal;andamento;Inq 5026;7473347;Despacho;;;;;;;caso
2026-08-28;portal;andamento;Inq 5026;7473347;Decisão (sigiloso) — julgo prejudicados os pedidos da Petição do e-doc 1015;;;;;;;caso
2026-08-28;portal;andamento;Pet 16662;7681133;Distribuído por prevenção — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Pet 15556;;;;;;;caso
2026-08-28;portal;andamento;Pet 16662;7681133;Autuado;;;;;;;caso
2026-08-31;portal;andamento;Pet 16662;7681133;Despacho;;;;;;;caso
2026-09-01;portal;andamento;Pet 16662;7681133;"Despacho — ""[...]. 23. Com base em tais razões, determino o levantamento do sigilo dos presentes autos. Brasília, 1º de setembro de 2026.""";;;;;;;caso
2026-09-03;portal;andamento;Pet 16704;7687920;"Despacho — "" No âmbito da PET nº 16.662, cujas peças foram recentemente tornadas públicas, o e. Ministro Relator despachou indicando que a matéria recomenda exame do Plenário deste Supremo Tribunal Federal. Posteriormente, veio aos autos parecer da Procuradoria Geral da República opinando pela extinção da Pet em pauta. Cabe à Presidência do tribunal zelar para que a possível apreciação colegiada seja feita, a tempo e modo, com o elevado senso de responsabilidade que os fatos reclamam, sempre assegurando o respeito às garantias constitucionais do devido processo legal, da ampla defesa e do contraditório. Ao lado da apreciação posterior de eventuais vícios de forma, decorrentes da dúvida suscitada pela PGR, as informações ali trazidas pela Polícia Federal, se reconhecidas, recomendam seja cumprido o dever da Presidência do Supremo Tribunal Federal de velar pelas prerrogativas do Tribunal (art. 13, I, do RISTF). Cumpre, pois, elucidar as circunstâncias de fato alegadas pela PGR no parecer acima mencionado. Ao mesmo tempo, impende colher informações. Em especial, sobre: (i) o cumprimento pela Polícia Federal, em relação a autoridades com foro no Supremo Tribunal Federal por prerrogativa de função, do constante da Lei Orgânica da Magistratura, sem exceção (Art. 33. Parágrafo único - Quando, no curso de investigação, houver indício da prática de crime por parte do magistrado, a autoridade policial, civil ou militar, remeterá os respectivos autos ao Tribunal ou órgão especial competente para o julgamento, a fim de que prossiga na investigação); (ii) eventuais indícios de que credenciais de acesso institucional tenham sido utilizadas para avaliar documento estritamente particular e de que informações sujeitas ao sigilo judicial foram reveladas a pessoa investigada; (iii) as circunstâncias em que se deu o despacho (referido nas p. 3-4 do eDOC 7 da PET nº 16.662) que determinou a apresentação da identificação das pessoas mencionadas nas fls. 3-5 da IPJ-M nº 144738439.2026; (iv) e ainda, as medidas, no exercício do controle externo da atividade policial, que foram tomadas para zelar pela observância estrita do art. 33, parágrafo único, da LOMAN. A fim de que possam prestar, por escrito, as informações que entenderem cabíveis e pertinentes, manifestem-se, no prazo comum de 5 (cinco) dias úteis: a. O Exmo. Senhor Ministro Alexandre de Moraes; b. O Exmo. Senhor Ministro André Mendonça; c. O Exmo. Senhor Procurador-Geral da República Paulo Gonet Branco; d. O Senhor Diretor-Geral da Polícia Federal Andrei Rodrigues. Autue-se como “PET” o presente procedimento. Juntem-se a esta PET: a. Cópia Integral dos autos da PET nº 16.662; b. A Nota divulgada pela Secretária de Comunicação Social por solicitação do gabinete do Ministro Alexandre de Moraes em 06.03.2026. Publique-se o presente despacho. Brasília, 3 de setembro de 2026.""";;;;;;;caso
2026-09-03;portal;andamento;Pet 16704;7687920;Autuado;;;;;;;caso
2026-09-04;documento;assercao;Pet 15504;7509527;A Secretaria Judiciária informa que os autos foram disponibilizados à autoridade policial, em 4 de setembro de 2026.;fato_processual;;;202;1;A Secretaria Judiciária informa que, nesta data, os autos foram disponibilizados à autoridade policial. Brasília, 04 de setembro de 2026.;caso
2026-09-04;documento;decisao;Pet 15504;7509527;prorrogação de prazo para a realização de diligências complementares nas investigações (e-Doc. 91) → deferiu a prorrogação de prazo por mais 60 (sessenta) dias, com fulcro no artigo 230-C, § 1º, do RISTF;;;deferido;203;2;;caso
2026-09-04;documento;decisao;Pet 15504;7509527;remessa dos autos à Polícia Federal para continuidade das investigações → determinou a remessa dos autos à Polícia Federal para a continuidade das investigações;;;determinado_de_oficio;203;2;;caso
2026-09-04;portal;andamento;Pet 15504;7509527;"Despacho — ""A autoridade policial requer a prorrogação de prazo para a realização de diligências complementares que reputa imprescindíveis para a ultimação das investigações (e-Doc. 91). 2. Com fulcro no artigo 230-C, § 1º, do RISTF defiro a prorrogação de prazo, por mais 60 (sessenta) dias. 3. Remetam-se os autos à Polícia Federal para a continuidade das investigações. Brasília, 4 de setembro de 2026.""";;;;;;;caso
2026-09-04;portal;andamento;Pet 16704;7687920;"Despacho — "" Faço referência à decisão e anexos encaminhada pelo Ministro Alexandre de Moraes a esta Presidência na data de 3 de setembro de 2026, oriunda do Inq 4.781/DF. Considerando a necessidade de adequada instrução do feito para a apreciação da admissibilidade e da regularidade do procedimento adotado pelo Ministro Alexandre de Moraes, bem como, se for o caso, das imputações nele deduzidas, determino a complementação da instrução, nos termos a seguir. À Procuradoria-Geral da República, dê-se vista para que, no prazo de 5 (cinco) dias úteis, apresente parecer acerca da admissibilidade e da regularidade do procedimento e, se pertinente, das imputações nele deduzidas. Sucessivamente, ao Ministro André Mendonça, faculte-se, no prazo de 5 (cinco) dias úteis, a apresentação de manifestação acerca da forma, do conteúdo e da regularidade do procedimento, inclusive quanto aos aspectos processuais que entender pertinentes. As providências ora determinadas destinam-se exclusivamente à instrução do feito, sem antecipação de juízo quanto à admissibilidade, à regularidade do procedimento ou ao mérito das imputações. Decorridos os prazos, com ou sem manifestação, voltem os autos conclusos para apreciação. Determino seja a decisão e respectivos anexos desentranhados do Inq. 4.781/DF, digitalizados e juntados à Pet 16.704. Publique-se. Brasília, 4 de setembro de 2026.""";;;;;;;caso
